lexeme	ambiguous	mode	model	score
프로그램	1	weighted	w2v	40.3427
자원	1	weighted	w2v	40.3301
임대	0	weighted	w2v	40.3487
군정	0	weighted	w2v	40.3361
투쟁	1	weighted	w2v	40.3236
비전	1	weighted	w2v	40.311
컨설턴트	0	weighted	w2v	40.2985
평가	1	weighted	w2v	40.286
파면	0	weighted	w2v	40.3045
여론	0	weighted	w2v	40.3231
결집	0	weighted	w2v	40.3106
연중	0	weighted	w2v	40.3291
어휘	0	weighted	w2v	40.3166
버스	0	weighted	w2v	40.3041
연주	1	weighted	w2v	40.3226
하마스	0	weighted	w2v	40.3411
서첩	0	weighted	w2v	40.3286
완공	0	weighted	w2v	40.3471
현황	0	weighted	w2v	40.3346
판결	1	weighted	w2v	40.3221
어류	0	weighted	w2v	40.3096
수비	0	weighted	w2v	40.2971
조총련	0	weighted	w2v	40.2847
공임	0	weighted	w2v	40.2722
샌프란시스코	0	weighted	w2v	40.2907
수모	0	weighted	w2v	40.2782
산후	0	weighted	w2v	40.2658
창동	0	weighted	w2v	40.2533
살포	1	weighted	w2v	40.2718
칸	0	weighted	w2v	40.2593
퇴직	0	weighted	w2v	40.2778
화간	0	weighted	w2v	40.2654
로마	0	weighted	w2v	40.2529
북	1	weighted	w2v	40.2405
첨삭	0	weighted	w2v	40.2281
교란	0	weighted	w2v	40.2157
빛	0	weighted	w2v	40.2033
참모	0	weighted	w2v	40.1909
질서	0	weighted	w2v	40.2094
호텔	0	weighted	w2v	40.197
분류	1	weighted	w2v	40.2154
자아	0	weighted	w2v	40.2338
한글	1	weighted	w2v	40.2522
제청	0	weighted	w2v	40.2398
실러캔스	0	weighted	w2v	40.2274
침략	0	weighted	w2v	40.2458
폐	1	weighted	w2v	40.2334
마이너스	0	weighted	w2v	40.2211
상태	1	weighted	w2v	40.2087
교육	1	weighted	w2v	40.2271
다솜	0	weighted	w2v	40.2454
저널	0	weighted	w2v	40.2331
수장	1	weighted	w2v	40.2207
민초	0	weighted	w2v	40.2084
매개	0	weighted	w2v	40.2267
귀착	0	weighted	w2v	40.2144
서기	0	weighted	w2v	40.2327
석상	0	weighted	w2v	40.2204
당장	1	weighted	w2v	40.2081
공개	1	weighted	w2v	40.2264
인민	0	weighted	w2v	40.2141
실리	0	weighted	w2v	40.2018
안	1	weighted	w2v	40.22
농지	0	weighted	w2v	40.2078
면	1	weighted	w2v	40.1955
혐한	0	weighted	w2v	40.1832
자가	1	weighted	w2v	40.2015
캐시	0	weighted	w2v	40.1892
리더	0	weighted	w2v	40.1769
해경	0	weighted	w2v	40.1647
신병	1	weighted	w2v	40.1524
상응	0	weighted	w2v	40.1402
통산	0	weighted	w2v	40.1584
동료	0	weighted	w2v	40.1767
발매	0	weighted	w2v	40.1949
건조	1	weighted	w2v	40.1826
못	0	weighted	w2v	40.1704
오사카	0	weighted	w2v	40.1582
연계	0	weighted	w2v	40.1764
격의	0	weighted	w2v	40.1946
고령	0	weighted	w2v	40.1824
진주	0	weighted	w2v	40.1702
새끼	0	weighted	w2v	40.158
에도	0	weighted	w2v	40.1458
공모	1	weighted	w2v	40.1336
양궁	0	weighted	w2v	40.1214
중생	0	weighted	w2v	40.1092
매체	0	weighted	w2v	40.0971
개별	0	weighted	w2v	40.0849
스타	0	weighted	w2v	40.1031
당적	0	weighted	w2v	40.1212
비발디	0	weighted	w2v	40.1091
규제	1	weighted	w2v	40.0969
영월	0	weighted	w2v	40.0848
시당	0	weighted	w2v	40.0726
콘서트	0	weighted	w2v	40.0605
스코필드	0	weighted	w2v	40.0484
오픈	0	weighted	w2v	40.0665
주선	0	weighted	w2v	40.0544
사원	0	weighted	w2v	40.0423
헨델	0	weighted	w2v	40.0302
은하	0	weighted	w2v	40.0181
화랑	0	weighted	w2v	40.0362
약사	0	weighted	w2v	40.0543
지적	1	weighted	w2v	40.0724
쿠웨이트	0	weighted	w2v	40.0603
실비	0	weighted	w2v	40.0784
재벌	0	weighted	w2v	40.0965
강판	1	weighted	w2v	40.0844
회견	0	weighted	w2v	40.0723
조종	0	weighted	w2v	40.0904
기저귀	0	weighted	w2v	40.0783
연령	0	weighted	w2v	40.0963
판문점	0	weighted	w2v	40.0843
운	1	weighted	w2v	40.1023
퇴사	0	weighted	w2v	40.0902
봉지	0	weighted	w2v	40.1082
수당	0	weighted	w2v	40.1262
산사	0	weighted	w2v	40.1142
주교	0	weighted	w2v	40.1021
상한	0	weighted	w2v	40.0901
투자	1	weighted	w2v	40.1081
거울	0	weighted	w2v	40.096
하늘	0	weighted	w2v	40.084
참회	0	weighted	w2v	40.072
자연	1	weighted	w2v	40.09
신진	0	weighted	w2v	40.0779
불가	0	weighted	w2v	40.0659
침투	1	weighted	w2v	40.0839
수상	0	weighted	w2v	40.0719
특수	0	weighted	w2v	40.0599
콘크리트	0	weighted	w2v	40.0778
베토벤	0	weighted	w2v	40.0658
결혼	0	weighted	w2v	40.0838
격려	0	weighted	w2v	40.0718
품위	0	weighted	w2v	40.0598
노출	1	weighted	w2v	40.0777
에이전시	0	weighted	w2v	40.0657
책정	0	weighted	w2v	40.0836
해시태그	0	weighted	w2v	40.0717
탑등	0	weighted	w2v	40.0597
거악	0	weighted	w2v	40.0477
영업	0	weighted	w2v	40.0656
정조	0	weighted	w2v	40.0835
집회	0	weighted	w2v	40.1014
정	1	weighted	w2v	40.1192
가교	0	weighted	w2v	40.1073
파나마	0	weighted	w2v	40.1251
센서	0	weighted	w2v	40.1132
목	1	weighted	w2v	40.1012
동급	0	weighted	w2v	40.0893
슬로건	0	weighted	w2v	40.0774
저점	0	weighted	w2v	40.0654
플루토늄	0	weighted	w2v	40.0535
정예	0	weighted	w2v	40.0713
보전	1	weighted	w2v	40.0892
갱신	0	weighted	w2v	40.0772
체호프	0	weighted	w2v	40.0653
뉴스	0	weighted	w2v	40.0534
가전	0	weighted	w2v	40.0712
관절	0	weighted	w2v	40.0593
전략	1	weighted	w2v	40.0771
사익	0	weighted	w2v	40.0949
펜션	0	weighted	w2v	40.1127
두부	0	weighted	w2v	40.1008
대가	1	weighted	w2v	40.1185
보안	1	weighted	w2v	40.1363
트럭	0	weighted	w2v	40.154
포집	0	weighted	w2v	40.1717
실증	0	weighted	w2v	40.1598
재갈	0	weighted	w2v	40.1479
인도	1	weighted	w2v	40.1361
홍콩	1	weighted	w2v	40.1538
타격	0	weighted	w2v	40.1419
가사	0	weighted	w2v	40.1596
증세	1	weighted	w2v	40.1477
공백	0	weighted	w2v	40.1654
금전	0	weighted	w2v	40.1535
이익	1	weighted	w2v	40.1417
염	0	weighted	w2v	40.1593
핸디캡	0	weighted	w2v	40.177
방중	0	weighted	w2v	40.1651
테러리스트	0	weighted	w2v	40.1533
마운드	0	weighted	w2v	40.1415
단행	0	weighted	w2v	40.1296
사극	0	weighted	w2v	40.1178
체결	0	weighted	w2v	40.106
학번	0	weighted	w2v	40.0942
도약	1	weighted	w2v	40.1118
라벨	0	weighted	w2v	40.1
서리태	0	weighted	w2v	40.0882
단풍	0	weighted	w2v	40.0764
충돌	1	weighted	w2v	40.0941
투수	0	weighted	w2v	40.0823
심금	0	weighted	w2v	40.0705
직선	0	weighted	w2v	40.0587
모듈	0	weighted	w2v	40.047
중병	0	weighted	w2v	40.0352
신뢰	1	weighted	w2v	40.0528
지각	0	weighted	w2v	40.0411
포스터	0	weighted	w2v	40.0587
조달	1	weighted	w2v	40.0762
관찰	0	weighted	w2v	40.0938
수반	0	weighted	w2v	40.1113
남성	0	weighted	w2v	40.0996
소무	0	weighted	w2v	40.1171
가이드	1	weighted	w2v	40.1054
동수	0	weighted	w2v	40.0936
코란	0	weighted	w2v	40.0819
아연	0	weighted	w2v	40.0994
리바운드	0	weighted	w2v	40.117
며칠	0	weighted	w2v	40.1052
보람	0	weighted	w2v	40.0935
봅슬레이	0	weighted	w2v	40.111
가중	1	weighted	w2v	40.1285
타	0	weighted	w2v	40.1168
흑자	0	weighted	w2v	40.1051
조국	1	weighted	w2v	40.0934
경우	1	weighted	w2v	40.1109
휴무	0	weighted	w2v	40.0992
북한	1	weighted	w2v	40.1166
월성	0	weighted	w2v	40.1049
하역	0	weighted	w2v	40.1224
전반	0	weighted	w2v	40.1107
결함	0	weighted	w2v	40.099
기준	0	weighted	w2v	40.0873
월간	0	weighted	w2v	40.0757
물건	0	weighted	w2v	40.064
풍자	1	weighted	w2v	40.0524
자기	0	weighted	w2v	40.0698
태업	0	weighted	w2v	40.0581
약탈	0	weighted	w2v	40.0465
참	0	weighted	w2v	40.0349
악	0	weighted	w2v	40.0232
카사블랑카	0	weighted	w2v	40.0116
정면	0	weighted	w2v	40.029
드레스덴	0	weighted	w2v	40.0464
등급	1	weighted	w2v	40.0638
발병	0	weighted	w2v	40.0812
쇼핑	0	weighted	w2v	40.0986
마찰	0	weighted	w2v	40.087
과잉	0	weighted	w2v	40.1043
결과	1	weighted	w2v	40.0927
납치	0	weighted	w2v	40.0811
안토시아닌	0	weighted	w2v	40.0984
소비	1	weighted	w2v	40.1158
면접	0	weighted	w2v	40.1042
연일	0	weighted	w2v	40.1215
방조	1	weighted	w2v	40.1388
존중	0	weighted	w2v	40.1272
풍랑	0	weighted	w2v	40.1156
현상	1	weighted	w2v	40.104
무함마드	0	weighted	w2v	40.0924
효율	0	weighted	w2v	40.1097
결렬	0	weighted	w2v	40.0982
강요	0	weighted	w2v	40.1154
빵	0	weighted	w2v	40.1327
미니	0	weighted	w2v	40.15
삼남	0	weighted	w2v	40.1384
외국	0	weighted	w2v	40.1557
지체	0	weighted	w2v	40.1441
정상	1	weighted	w2v	40.1613
혈연	0	weighted	w2v	40.1498
곤경	0	weighted	w2v	40.1382
거치	0	weighted	w2v	40.1554
성실	0	weighted	w2v	40.1439
방점	0	weighted	w2v	40.1323
주둔	0	weighted	w2v	40.1208
재편	0	weighted	w2v	40.1093
장르	0	weighted	w2v	40.0977
젖	0	weighted	w2v	40.1149
허	0	weighted	w2v	40.1034
레벨	0	weighted	w2v	40.0919
면회	0	weighted	w2v	40.0804
사용	1	weighted	w2v	40.0976
재직	0	weighted	w2v	40.1148
돌파	1	weighted	w2v	40.132
개의	0	weighted	w2v	40.1204
지상	0	weighted	w2v	40.1089
켜	0	weighted	w2v	40.0974
노래	1	weighted	w2v	40.1146
신축	0	weighted	w2v	40.1318
엄중	0	weighted	w2v	40.1489
사이코패스	0	weighted	w2v	40.1374
벤처	0	weighted	w2v	40.1259
로망	0	weighted	w2v	40.1144
삭감	0	weighted	w2v	40.103
봉안	0	weighted	w2v	40.0915
전주	0	weighted	w2v	40.08
출두	0	weighted	w2v	40.0686
관계	1	weighted	w2v	40.0571
비판	1	weighted	w2v	40.0743
개혁	0	weighted	w2v	40.0628
산모	0	weighted	w2v	40.0514
민변	0	weighted	w2v	40.0685
사업	1	weighted	w2v	40.0571
선령	0	weighted	w2v	40.0456
금품	0	weighted	w2v	40.0342
미끼	0	weighted	w2v	40.0513
로비	1	weighted	w2v	40.0684
마로니에	0	weighted	w2v	40.057
총리	1	weighted	w2v	40.0456
결정	1	weighted	w2v	40.0342
아프리카	0	weighted	w2v	40.0512
목격	0	weighted	w2v	40.0398
선배	1	weighted	w2v	40.0569
회람	0	weighted	w2v	40.0455
인재	1	weighted	w2v	40.0626
기간	1	weighted	w2v	40.0512
정기	0	weighted	w2v	40.0398
차장	1	weighted	w2v	40.0568
단	1	weighted	w2v	40.0738
심	1	weighted	w2v	40.0909
클리블랜드	0	weighted	w2v	40.0795
뉴딜	0	weighted	w2v	40.0681
과자	0	weighted	w2v	40.0567
배우	0	weighted	w2v	40.0737
토막	0	weighted	w2v	40.0907
고시	0	weighted	w2v	40.1077
구제	0	weighted	w2v	40.0963
참가	0	weighted	w2v	40.085
성과	0	weighted	w2v	40.0736
카드	1	weighted	w2v	40.0906
연루	0	weighted	w2v	40.1076
외과	0	weighted	w2v	40.0962
춘천	0	weighted	w2v	40.1132
단독	1	weighted	w2v	40.1301
노릇	1	weighted	w2v	40.147
무게	1	weighted	w2v	40.1639
그렉시트	0	weighted	w2v	40.1526
허용	1	weighted	w2v	40.1695
납입	0	weighted	w2v	40.1581
와인	0	weighted	w2v	40.1468
아리아	0	weighted	w2v	40.1637
치사	0	weighted	w2v	40.1806
풍선	0	weighted	w2v	40.1693
청중	0	weighted	w2v	40.1579
월이	0	weighted	w2v	40.1466
충정	0	weighted	w2v	40.1635
퍼터	0	weighted	w2v	40.1522
탄력	0	weighted	w2v	40.1408
거머리	0	weighted	w2v	40.1295
파업	0	weighted	w2v	40.1182
렌터카	0	weighted	w2v	40.107
고통	0	weighted	w2v	40.1238
홍보	1	weighted	w2v	40.1406
이하	1	weighted	w2v	40.1575
화면	0	weighted	w2v	40.1462
단절	0	weighted	w2v	40.1349
타워	0	weighted	w2v	40.1236
특허	0	weighted	w2v	40.1124
과실	0	weighted	w2v	40.1292
문단	0	weighted	w2v	40.1179
미완	0	weighted	w2v	40.1067
커튼	0	weighted	w2v	40.0954
강경	1	weighted	w2v	40.0842
항	0	weighted	w2v	40.101
공당	0	weighted	w2v	40.1177
전통	1	weighted	w2v	40.1345
질타	0	weighted	w2v	40.1233
회원	0	weighted	w2v	40.112
대변	1	weighted	w2v	40.1008
탄두	0	weighted	w2v	40.0896
완파	0	weighted	w2v	40.1064
잔혹	0	weighted	w2v	40.1231
지뢰	0	weighted	w2v	40.1399
물음	0	weighted	w2v	40.1286
자궁	0	weighted	w2v	40.1174
산청	0	weighted	w2v	40.1062
날조	0	weighted	w2v	40.095
혜택	0	weighted	w2v	40.0838
스쿼시	0	weighted	w2v	40.1005
솔루션	0	weighted	w2v	40.0893
축출	0	weighted	w2v	40.0781
본보	0	weighted	w2v	40.067
뚜껑	0	weighted	w2v	40.0558
비호	0	weighted	w2v	40.0446
개막	0	weighted	w2v	40.0613
항구	0	weighted	w2v	40.078
머리	1	weighted	w2v	40.0669
경사	0	weighted	w2v	40.0557
출발	1	weighted	w2v	40.0446
호재	1	weighted	w2v	40.0612
사면	1	weighted	w2v	40.0501
공략	0	weighted	w2v	40.0668
난조	0	weighted	w2v	40.0556
공단	1	weighted	w2v	40.0723
재범	0	weighted	w2v	40.0612
배	1	weighted	w2v	40.05
갑	0	weighted	w2v	40.0389
사립	0	weighted	w2v	40.0278
맥락	0	weighted	w2v	40.0444
흡연	0	weighted	w2v	40.0611
가혹	0	weighted	w2v	40.05
인준	0	weighted	w2v	40.0388
백석	0	weighted	w2v	40.0555
블록	0	weighted	w2v	40.0444
맨해튼	0	weighted	w2v	40.0333
의대	0	weighted	w2v	40.0222
레크리에이션	0	weighted	w2v	40.0111
흉측	0	weighted	w2v	40.0277
모니터링	1	weighted	w2v	40.0443
청산	0	weighted	w2v	40.0609
광고	1	weighted	w2v	40.0498
대상	1	weighted	w2v	40.0387
입문	0	weighted	w2v	40.0277
건전	0	weighted	w2v	40.0166
시집	0	weighted	w2v	40.0055
말	1	weighted	w2v	40.0221
사내	1	weighted	w2v	40.0111
영암	0	weighted	w2v	40.0
주기	1	weighted	w2v	40.0166
탄핵	0	weighted	w2v	40.0055
서북	0	weighted	w2v	39.9945
이라크	0	weighted	w2v	39.9834
아키타	0	weighted	w2v	39.9724
창출	1	weighted	w2v	39.989
선호	1	weighted	w2v	39.9779
항일	0	weighted	w2v	39.9669
초래	1	weighted	w2v	39.9835
각도	0	weighted	w2v	39.9725
곡	1	weighted	w2v	39.989
혐오	0	weighted	w2v	39.978
합류	1	weighted	w2v	39.9945
출가	0	weighted	w2v	39.9835
무휴	0	weighted	w2v	39.9725
회전	0	weighted	w2v	39.9615
밀	0	weighted	w2v	39.9505
콘셉트	0	weighted	w2v	39.9395
안팎	1	weighted	w2v	39.956
조바심	0	weighted	w2v	39.9725
신장	1	weighted	w2v	39.9615
구금	0	weighted	w2v	39.9506
짓	0	weighted	w2v	39.9671
블로그	0	weighted	w2v	39.9835
케이스	0	weighted	w2v	39.9726
실직	0	weighted	w2v	39.9616
냉각	0	weighted	w2v	39.9506
의료	0	weighted	w2v	39.9397
고과	0	weighted	w2v	39.9562
아웃	0	weighted	w2v	39.9726
상부	0	weighted	w2v	39.9617
패럴림픽	0	weighted	w2v	39.9507
약정	0	weighted	w2v	39.9672
토대	0	weighted	w2v	39.9836
인증	1	weighted	w2v	39.9726
목성	0	weighted	w2v	39.9617
확대	1	weighted	w2v	39.9781
방심	0	weighted	w2v	39.9945
무산	1	weighted	w2v	39.9836
미인	0	weighted	w2v	39.9727
공표	0	weighted	w2v	39.9618
베네수엘라	0	weighted	w2v	39.9782
교수	1	weighted	w2v	39.9945
모금	0	weighted	w2v	40.0109
경관	0	weighted	w2v	40.0
폭	0	weighted	w2v	40.0164
브라우저	0	weighted	w2v	40.0055
포르노	0	weighted	w2v	39.9945
네트워킹	0	weighted	w2v	40.0109
용량	1	weighted	w2v	40.0272
탈	1	weighted	w2v	40.0436
유혈	0	weighted	w2v	40.0327
유머	0	weighted	w2v	40.0218
조사	1	weighted	w2v	40.0109
암스트롱	0	weighted	w2v	40.0
순간	1	weighted	w2v	40.0163
마지막	0	weighted	w2v	40.0326
총액	0	weighted	w2v	40.0489
섭취	0	weighted	w2v	40.0381
내란	0	weighted	w2v	40.0272
현안	0	weighted	w2v	40.0435
철통	0	weighted	w2v	40.0326
기고	0	weighted	w2v	40.0217
아빠	0	weighted	w2v	40.038
도금	0	weighted	w2v	40.0543
교사	1	weighted	w2v	40.0705
교섭	0	weighted	w2v	40.0597
기소	0	weighted	w2v	40.0759
호르몬	0	weighted	w2v	40.0651
논	0	weighted	w2v	40.0813
특권	0	weighted	w2v	40.0975
스키타이	0	weighted	w2v	40.0867
경색	0	weighted	w2v	40.0758
지망	0	weighted	w2v	40.065
나라	1	weighted	w2v	40.0812
교원	0	weighted	w2v	40.0703
스니커즈	0	weighted	w2v	40.0866
루머	0	weighted	w2v	40.0757
찌개	0	weighted	w2v	40.0649
돌봄	0	weighted	w2v	40.0541
근해	0	weighted	w2v	40.0703
회수	0	weighted	w2v	40.0594
진위	0	weighted	w2v	40.0486
특례	0	weighted	w2v	40.0378
가치	1	weighted	w2v	40.054
디즈니	0	weighted	w2v	40.0702
합작	1	weighted	w2v	40.0593
물론	0	weighted	w2v	40.0485
스크랜턴	0	weighted	w2v	40.0377
진	0	weighted	w2v	40.0539
전염	0	weighted	w2v	40.0431
생기	0	weighted	w2v	40.0593
음주	0	weighted	w2v	40.0754
이전	1	weighted	w2v	40.0915
기관	1	weighted	w2v	40.0808
딸	1	weighted	w2v	40.0969
피난	0	weighted	w2v	40.113
판단	1	weighted	w2v	40.1291
정당	1	weighted	w2v	40.1183
귀속	0	weighted	w2v	40.1344
수원	0	weighted	w2v	40.1236
수행	1	weighted	w2v	40.1128
단테	0	weighted	w2v	40.1021
기조	0	weighted	w2v	40.1182
연초	0	weighted	w2v	40.1342
전과	1	weighted	w2v	40.1503
당황	0	weighted	w2v	40.1664
올림픽	0	weighted	w2v	40.1556
각막	0	weighted	w2v	40.1448
동선	0	weighted	w2v	40.1609
견해	1	weighted	w2v	40.1769
찹쌀	0	weighted	w2v	40.1929
반등	0	weighted	w2v	40.1822
반복	1	weighted	w2v	40.1982
주거	0	weighted	w2v	40.1874
시중	1	weighted	w2v	40.2034
무력	1	weighted	w2v	40.1927
열선	0	weighted	w2v	40.1819
의병	0	weighted	w2v	40.1712
조합	1	weighted	w2v	40.1604
현역	1	weighted	w2v	40.1497
바깥	0	weighted	w2v	40.1657
동생	0	weighted	w2v	40.155
상대	1	weighted	w2v	40.1442
온정	0	weighted	w2v	40.1602
총선	0	weighted	w2v	40.1495
상상	0	weighted	w2v	40.1388
영감	0	weighted	w2v	40.1281
스피커	0	weighted	w2v	40.1174
챔피언	0	weighted	w2v	40.1333
진영	0	weighted	w2v	40.1493
충칭	0	weighted	w2v	40.1386
소집	0	weighted	w2v	40.1545
외세	0	weighted	w2v	40.1438
비율	1	weighted	w2v	40.1332
소액	0	weighted	w2v	40.1225
휴지	0	weighted	w2v	40.1118
양측	0	weighted	w2v	40.1277
시군	0	weighted	w2v	40.1171
세율	0	weighted	w2v	40.1064
영아	0	weighted	w2v	40.0957
국면	0	weighted	w2v	40.1116
단재	0	weighted	w2v	40.101
와이엠시에이	0	weighted	w2v	40.1169
철폐	0	weighted	w2v	40.1328
효력	1	weighted	w2v	40.1221
친서	0	weighted	w2v	40.1115
천사	0	weighted	w2v	40.1008
통근	0	weighted	w2v	40.0902
수수	1	weighted	w2v	40.0796
동아리	0	weighted	w2v	40.0955
육성	0	weighted	w2v	40.0848
상충	0	weighted	w2v	40.0742
안색	0	weighted	w2v	40.0636
면직	0	weighted	w2v	40.053
전복	0	weighted	w2v	40.0424
숙박	0	weighted	w2v	40.0318
민감	0	weighted	w2v	40.0212
인선	0	weighted	w2v	40.0106
상원	0	weighted	w2v	40.0265
아침	1	weighted	w2v	40.0423
통증	0	weighted	w2v	40.0317
수확	1	weighted	w2v	40.0476
요르단	0	weighted	w2v	40.037
국왕	0	weighted	w2v	40.0264
나노	0	weighted	w2v	40.0158
장엄	0	weighted	w2v	40.0053
조칙	0	weighted	w2v	39.9947
선악	0	weighted	w2v	39.9842
만평	0	weighted	w2v	40.0
상처	1	weighted	w2v	39.9894
한국	1	weighted	w2v	40.0053
인격	0	weighted	w2v	39.9947
지휘	1	weighted	w2v	40.0105
쿠알라룸푸르	0	weighted	w2v	40.0264
월	1	weighted	w2v	40.0421
행세	0	weighted	w2v	40.0579
신화	1	weighted	w2v	40.0737
팔미라	0	weighted	w2v	40.0632
기피	0	weighted	w2v	40.0526
제전	1	weighted	w2v	40.0684
조장	1	weighted	w2v	40.0842
여성	1	weighted	w2v	40.0999
부가	0	weighted	w2v	40.0894
대남	0	weighted	w2v	40.0788
날	1	weighted	w2v	40.0683
임관	0	weighted	w2v	40.0841
검증	1	weighted	w2v	40.0998
최대	0	weighted	w2v	40.1155
천국	0	weighted	w2v	40.105
돌출	0	weighted	w2v	40.1207
군번	0	weighted	w2v	40.1102
소음	0	weighted	w2v	40.1259
업데이트	0	weighted	w2v	40.1416
조항	1	weighted	w2v	40.1573
과외	1	weighted	w2v	40.1468
예산	1	weighted	w2v	40.1624
터널	0	weighted	w2v	40.1519
애매	0	weighted	w2v	40.1676
배당	1	weighted	w2v	40.1571
대립	0	weighted	w2v	40.1466
가공	0	weighted	w2v	40.1361
귀가	0	weighted	w2v	40.1517
개장	1	weighted	w2v	40.1674
자재	0	weighted	w2v	40.183
양수	0	weighted	w2v	40.1725
불가사의	0	weighted	w2v	40.162
유화	0	weighted	w2v	40.1515
축적	0	weighted	w2v	40.141
빨갱이	0	weighted	w2v	40.1567
광저우	0	weighted	w2v	40.1723
무용지물	0	weighted	w2v	40.1618
불발	0	weighted	w2v	40.1513
심판	1	weighted	w2v	40.1669
조세	0	weighted	w2v	40.1565
예비	1	weighted	w2v	40.1721
실기	0	weighted	w2v	40.1616
입금	0	weighted	w2v	40.1772
치적	0	weighted	w2v	40.1928
철수	1	weighted	w2v	40.1823
가늠	0	weighted	w2v	40.1718
대만	0	weighted	w2v	40.1614
선	1	weighted	w2v	40.1509
비소	0	weighted	w2v	40.1405
토마토	0	weighted	w2v	40.13
판매	0	weighted	w2v	40.1196
퇴근	0	weighted	w2v	40.1092
검열	0	weighted	w2v	40.0988
부응	0	weighted	w2v	40.0883
입구	0	weighted	w2v	40.0779
프린트	0	weighted	w2v	40.0675
까닭	0	weighted	w2v	40.0571
괴물	0	weighted	w2v	40.0727
지분	1	weighted	w2v	40.0882
북풍	0	weighted	w2v	40.0778
십상	0	weighted	w2v	40.0934
눈	1	weighted	w2v	40.083
인물	1	weighted	w2v	40.0985
평론	0	weighted	w2v	40.114
체중	0	weighted	w2v	40.1036
시험	1	weighted	w2v	40.0932
카드뮴	0	weighted	w2v	40.1088
시너지	0	weighted	w2v	40.0984
균등	0	weighted	w2v	40.088
잔여	0	weighted	w2v	40.0776
소리	1	weighted	w2v	40.0673
독일	0	weighted	w2v	40.0569
견인	1	weighted	w2v	40.0465
충신	0	weighted	w2v	40.0362
컨트롤	1	weighted	w2v	40.0517
애인	0	weighted	w2v	40.0413
앞	1	weighted	w2v	40.0568
일본	1	weighted	w2v	40.0723
시간	1	weighted	w2v	40.0878
보위	0	weighted	w2v	40.1032
용서	0	weighted	w2v	40.0929
퍼즐	0	weighted	w2v	40.1083
태아	0	weighted	w2v	40.098
벌	1	weighted	w2v	40.1134
출간	0	weighted	w2v	40.1289
음정	0	weighted	w2v	40.1443
늑대	0	weighted	w2v	40.134
불량	0	weighted	w2v	40.1494
난방	0	weighted	w2v	40.139
타이	0	weighted	w2v	40.1544
캐릭터	1	weighted	w2v	40.1698
체류	0	weighted	w2v	40.1595
생가	0	weighted	w2v	40.1492
헌신	0	weighted	w2v	40.1389
노사	0	weighted	w2v	40.1542
혼동	0	weighted	w2v	40.1439
세	0	weighted	w2v	40.1336
정지	0	weighted	w2v	40.1233
속도	1	weighted	w2v	40.1387
엔지니어	0	weighted	w2v	40.154
산학	0	weighted	w2v	40.1437
공고	1	weighted	w2v	40.1591
군함	0	weighted	w2v	40.1488
출시	0	weighted	w2v	40.1385
신분	1	weighted	w2v	40.1538
어려움	0	weighted	w2v	40.1436
그릇	0	weighted	w2v	40.1333
반사	0	weighted	w2v	40.1486
합의	1	weighted	w2v	40.1383
전승	0	weighted	w2v	40.128
교통	0	weighted	w2v	40.1434
책임	1	weighted	w2v	40.1587
예상	1	weighted	w2v	40.174
버마	0	weighted	w2v	40.1637
간찰	0	weighted	w2v	40.1535
거절	0	weighted	w2v	40.1432
거미	0	weighted	w2v	40.1329
내의	0	weighted	w2v	40.1227
독서	0	weighted	w2v	40.1124
트렌드	0	weighted	w2v	40.1022
유자	0	weighted	w2v	40.0919
의총	0	weighted	w2v	40.0817
보육	0	weighted	w2v	40.0715
쓰레기	1	weighted	w2v	40.0868
강연	0	weighted	w2v	40.0765
터빈	0	weighted	w2v	40.0663
대신	1	weighted	w2v	40.0816
희생	1	weighted	w2v	40.0714
보스턴	0	weighted	w2v	40.0612
성진	0	weighted	w2v	40.051
진전	1	weighted	w2v	40.0662
차량	1	weighted	w2v	40.056
차지	1	weighted	w2v	40.0458
단계	0	weighted	w2v	40.0356
만사	0	weighted	w2v	40.0254
결제	0	weighted	w2v	40.0407
수기	1	weighted	w2v	40.056
종친	0	weighted	w2v	40.0712
음성	0	weighted	w2v	40.061
친정	0	weighted	w2v	40.0762
자막	0	weighted	w2v	40.0661
어선	0	weighted	w2v	40.0813
조율	1	weighted	w2v	40.0965
노선	1	weighted	w2v	40.0863
임신	0	weighted	w2v	40.0761
손해	1	weighted	w2v	40.066
아기	0	weighted	w2v	40.0812
왈가왈부	0	weighted	w2v	40.071
위촉	0	weighted	w2v	40.0609
내정	1	weighted	w2v	40.0507
타지키스탄	0	weighted	w2v	40.0405
우려	0	weighted	w2v	40.0557
명소	0	weighted	w2v	40.0456
차로	0	weighted	w2v	40.0355
혈서	0	weighted	w2v	40.0253
이벤트	1	weighted	w2v	40.0405
침몰	0	weighted	w2v	40.0304
취사	0	weighted	w2v	40.0202
열량	0	weighted	w2v	40.0101
충고	0	weighted	w2v	40.0
숙원	0	weighted	w2v	40.0152
올	1	weighted	w2v	40.0051
다이아몬드	0	weighted	w2v	39.9949
복지	0	weighted	w2v	40.0101
종말	0	weighted	w2v	40.0
농담	0	weighted	w2v	40.0151
실행	1	weighted	w2v	40.0303
포퓰리즘	0	weighted	w2v	40.0202
히트	0	weighted	w2v	40.0101
간사	0	weighted	w2v	40.0
과적	0	weighted	w2v	39.9899
후자	0	weighted	w2v	39.9798
압류	0	weighted	w2v	39.9698
낙선	0	weighted	w2v	39.9849
수렴	1	weighted	w2v	39.9748
파도	0	weighted	w2v	39.9647
